,Sector,Weight(%),Market Cap
1728,Materials,0.11900000000000001,"2,286,810,000"
1729,Materials,0.146,"2,800,380,000"
1730,Materials,0.149,"2,868,410,000"
1731,Materials,0.151,"2,907,970,000"
1732,Materials,0.161,"3,101,180,000"
1733,Materials,0.16399999999999998,"3,162,520,000"
1734,Materials,0.16899999999999998,"3,246,870,000"
1735,Materials,0.192,"3,701,470,000"
1736,Materials,0.2,"3,856,130,000"
1737,Materials,0.249,"4,786,550,000"
1738,Materials,0.26,"4,996,530,000"
1739,Materials,0.268,"5,151,990,000"
1740,Materials,0.37799999999999995,"7,268,980,000"
1741,Materials,0.45299999999999996,"8,709,560,000"
1742,Materials,0.49200000000000005,"9,465,220,000"
1743,Materials,0.5,"9,619,840,000"
1744,Materials,0.516,"9,935,300,000"
1745,Materials,0.718,"13,811,000,000"
1746,Materials,1.101,"21,183,700,000"
1747,Materials,1.6880000000000002,"32,485,100,000"
1748,Materials,1.9140000000000001,"36,824,400,000"
1749,Materials,4.953,"95,298,300,000"
1750,Real Estate,0.0,"1,317,070"
1751,Real Estate,0.0,"1,322,640"
1752,Real Estate,0.0,"1,904,590"
1753,Real Estate,0.0,"2,145,220"
1754,Real Estate,0.0,"2,224,980"
1755,Real Estate,0.0,"2,479,050"
1756,Real Estate,0.0,"4,487,820"
1757,Real Estate,0.0,"4,725,600"
1758,Real Estate,0.0,"410,560"
1759,Real Estate,0.0,"5,246,950"
1760,Real Estate,0.0,"5,694,970"
1761,Real Estate,0.0,"5,742,290"
1762,Real Estate,0.0,"6,487,730"
1763,Real Estate,0.0,"665,312"
1764,Real Estate,0.001,"10,586,200"
1765,Real Estate,0.001,"11,958,200"
1766,Real Estate,0.001,"12,981,400"
1767,Real Estate,0.001,"14,285,800"
1768,Real Estate,0.001,"20,776,000"
1769,Real Estate,0.001,"20,859,000"
1770,Real Estate,0.001,"25,982,600"
1771,Real Estate,0.002,"28,891,300"
1772,Real Estate,0.002,"29,970,000"
1773,Real Estate,0.002,"30,033,000"
1774,Real Estate,0.002,"41,175,600"
1775,Real Estate,0.002,"44,121,200"
1776,Real Estate,0.002,"45,410,100"
1777,Real Estate,0.003,"53,523,700"
1778,Real Estate,0.004,"69,011,300"
1779,Real Estate,0.004,"76,325,000"
1780,Real Estate,0.005,"91,457,000"
1781,Real Estate,0.005,"93,972,700"
1782,Real Estate,0.005,"97,285,000"
1783,Real Estate,0.006999999999999999,"127,650,000"
1784,Real Estate,0.008,"160,461,000"
1785,Real Estate,0.008,"161,553,000"
1786,Real Estate,0.009000000000000001,"176,880,000"
1787,Real Estate,0.01,"185,645,000"
1788,Real Estate,0.01,"187,026,000"
1789,Real Estate,0.011000000000000001,"206,631,000"
1790,Real Estate,0.011000000000000001,"207,156,000"
1791,Real Estate,0.012,"224,000,000"
1792,Real Estate,0.013000000000000001,"252,695,000"
1793,Real Estate,0.016,"300,991,000"
1794,Real Estate,0.017,"333,806,000"
1795,Real Estate,0.017,"336,422,000"
1796,Real Estate,0.018000000000000002,"341,903,000"
1797,Real Estate,0.018000000000000002,"355,226,000"
1798,Real Estate,0.02,"384,764,000"
1799,Real Estate,0.021,"411,072,000"
1800,Real Estate,0.027000000000000003,"512,593,000"
1801,Real Estate,0.028999999999999998,"566,733,000"
1802,Real Estate,0.034,"653,433,000"
1803,Real Estate,0.034,"660,202,000"
1804,Real Estate,0.035,"680,175,000"
1805,Real Estate,0.038,"740,279,000"
1806,Real Estate,0.04,"776,770,000"
1807,Real Estate,0.043,"822,230,000"
1808,Real Estate,0.05,"952,671,000"
1809,Real Estate,0.052000000000000005,"998,174,000"
1810,Real Estate,0.053,"1,010,980,000"
1811,Real Estate,0.055,"1,052,300,000"
1812,Real Estate,0.066,"1,265,360,000"
1813,Real Estate,0.071,"1,373,890,000"
1814,Real Estate,0.077,"1,477,410,000"
1815,Real Estate,0.086,"1,653,360,000"
1816,Real Estate,0.098,"1,881,870,000"
1817,Real Estate,0.107,"2,051,100,000"
1818,Real Estate,0.114,"2,185,930,000"
1819,Real Estate,0.11800000000000001,"2,267,610,000"
1820,Real Estate,0.12300000000000001,"2,359,000,000"
1821,Real Estate,0.124,"2,384,800,000"
1822,Real Estate,0.185,"3,563,200,000"
1823,Real Estate,0.28800000000000003,"5,541,060,000"
1824,Real Estate,0.35700000000000004,"6,866,930,000"
1825,Real Estate,0.363,"6,980,840,000"
1826,Real Estate,0.428,"8,239,740,000"
1827,Real Estate,0.45799999999999996,"8,812,030,000"
1828,Real Estate,0.519,"9,995,410,000"
1829,Real Estate,0.628,"12,093,600,000"
1830,Real Estate,1.25,"24,043,600,000"
1831,Utilities,0.0,"2,653,960"
1832,Utilities,0.0,"2,892,250"
1833,Utilities,0.0,"6,418,600"
1834,Utilities,0.0,"8,994,530"
1835,Utilities,0.0,"9,157,020"
1836,Utilities,0.001,"10,042,100"
1837,Utilities,0.001,"11,141,500"
1838,Utilities,0.001,"22,118,400"
1839,Utilities,0.002,"28,933,000"
1840,Utilities,0.003,"64,119,800"
1841,Utilities,0.004,"76,349,900"
1842,Utilities,0.004,"76,602,100"
1843,Utilities,0.006999999999999999,"125,694,000"
1844,Utilities,0.008,"151,626,000"
1845,Utilities,0.019,"371,009,000"
1846,Utilities,0.03,"572,712,000"
1847,Utilities,0.057,"1,092,330,000"
1848,Utilities,0.07200000000000001,"1,391,380,000"
1849,Utilities,0.14300000000000002,"2,749,070,000"
1850,Utilities,0.147,"2,831,630,000"
1851,Utilities,0.16899999999999998,"3,254,040,000"
1852,Utilities,0.28300000000000003,"5,448,500,000"
1853,Utilities,0.301,"5,788,600,000"
1854,Utilities,0.363,"6,987,830,000"
1855,Utilities,0.555,"10,669,800,000"
1856,Utilities,0.67,"12,884,400,000"
