,Sector,Weight(%),Market Cap
0,Communication Services,0.0,"1,221,930"
1,Communication Services,0.0,"1,578,960"
2,Communication Services,0.0,"2,565,260"
3,Communication Services,0.0,"2,593,090"
4,Communication Services,0.0,"2,905,890"
5,Communication Services,0.0,"3,213,380"
6,Communication Services,0.0,"3,578,780"
7,Communication Services,0.0,"3,800,980"
8,Communication Services,0.0,"4,080,040"
9,Communication Services,0.0,"4,599,670"
10,Communication Services,0.0,"4,662,160"
11,Communication Services,0.0,"4,857,880"
12,Communication Services,0.0,"587,630"
13,Communication Services,0.0,"6,028,640"
14,Communication Services,0.0,"6,980,590"
15,Communication Services,0.0,"685,863"
16,Communication Services,0.0,"7,350,000"
17,Communication Services,0.0,"7,425,380"
18,Communication Services,0.0,"8,393,370"
19,Communication Services,0.0,"8,861,560"
20,Communication Services,0.001,"10,595,700"
21,Communication Services,0.001,"11,572,600"
22,Communication Services,0.001,"12,105,400"
23,Communication Services,0.001,"12,601,600"
24,Communication Services,0.001,"13,479,500"
25,Communication Services,0.001,"14,252,400"
26,Communication Services,0.001,"14,428,300"
27,Communication Services,0.001,"17,951,800"
28,Communication Services,0.001,"21,234,500"
29,Communication Services,0.002,"32,431,700"
30,Communication Services,0.002,"36,633,000"
31,Communication Services,0.002,"37,255,400"
32,Communication Services,0.002,"42,935,900"
33,Communication Services,0.002,"47,791,200"
34,Communication Services,0.003,"50,234,000"
35,Communication Services,0.003,"50,646,900"
36,Communication Services,0.003,"51,206,800"
37,Communication Services,0.005,"100,040,000"
38,Communication Services,0.005,"104,151,000"
39,Communication Services,0.005,"88,264,400"
40,Communication Services,0.006,"119,962,000"
41,Communication Services,0.006999999999999999,"132,271,000"
42,Communication Services,0.008,"157,734,000"
43,Communication Services,0.011000000000000001,"213,038,000"
44,Communication Services,0.013000000000000001,"256,832,000"
45,Communication Services,0.016,"316,223,000"
46,Communication Services,0.017,"331,886,000"
47,Communication Services,0.023,"441,163,000"
48,Communication Services,0.032,"612,501,000"
49,Communication Services,0.043,"831,242,000"
50,Communication Services,0.065,"1,241,210,000"
51,Communication Services,0.08,"1,530,770,000"
52,Communication Services,0.126,"2,430,190,000"
53,Communication Services,0.18100000000000002,"3,484,940,000"
54,Communication Services,0.609,"11,726,600,000"
55,Consumer Discretionary,0.0,"1,346,800"
56,Consumer Discretionary,0.0,"1,511,660"
57,Consumer Discretionary,0.0,"1,858,340"
58,Consumer Discretionary,0.0,"2,567,230"
59,Consumer Discretionary,0.0,"3,213,270"
60,Consumer Discretionary,0.0,"3,479,980"
61,Consumer Discretionary,0.0,"4,280,940"
62,Consumer Discretionary,0.0,"4,297,680"
63,Consumer Discretionary,0.0,"4,439,000"
64,Consumer Discretionary,0.0,"428,630"
65,Consumer Discretionary,0.0,"5,692,280"
66,Consumer Discretionary,0.0,"5,790,370"
67,Consumer Discretionary,0.0,"6,350,860"
68,Consumer Discretionary,0.0,"6,559,410"
69,Consumer Discretionary,0.0,"6,649,940"
70,Consumer Discretionary,0.0,"7,069,990"
71,Consumer Discretionary,0.0,"7,212,410"
72,Consumer Discretionary,0.0,"7,429,570"
73,Consumer Discretionary,0.0,"7,518,000"
74,Consumer Discretionary,0.0,"8,341,270"
75,Consumer Discretionary,0.0,"8,892,000"
76,Consumer Discretionary,0.0,"9,221,730"
77,Consumer Discretionary,0.0,"9,500,000"
78,Consumer Discretionary,0.001,"10,829,300"
79,Consumer Discretionary,0.001,"11,017,800"
80,Consumer Discretionary,0.001,"11,163,900"
81,Consumer Discretionary,0.001,"11,517,500"
82,Consumer Discretionary,0.001,"11,561,200"
83,Consumer Discretionary,0.001,"11,716,600"
84,Consumer Discretionary,0.001,"12,612,200"
85,Consumer Discretionary,0.001,"13,073,200"
86,Consumer Discretionary,0.001,"16,193,200"
87,Consumer Discretionary,0.001,"16,638,100"
88,Consumer Discretionary,0.001,"16,948,700"
89,Consumer Discretionary,0.001,"19,103,200"
90,Consumer Discretionary,0.001,"22,602,000"
91,Consumer Discretionary,0.001,"22,642,300"
92,Consumer Discretionary,0.001,"24,134,000"
93,Consumer Discretionary,0.001,"24,669,800"
94,Consumer Discretionary,0.001,"26,694,800"
95,Consumer Discretionary,0.001,"26,751,700"
96,Consumer Discretionary,0.001,"28,825,700"
97,Consumer Discretionary,0.002,"32,364,400"
98,Consumer Discretionary,0.002,"33,003,900"
99,Consumer Discretionary,0.002,"36,142,700"
100,Consumer Discretionary,0.002,"39,931,700"
101,Consumer Discretionary,0.002,"40,198,600"
102,Consumer Discretionary,0.002,"43,740,200"
103,Consumer Discretionary,0.002,"45,129,000"
104,Consumer Discretionary,0.002,"45,792,900"
105,Consumer Discretionary,0.002,"46,854,100"
106,Consumer Discretionary,0.003,"48,748,300"
107,Consumer Discretionary,0.003,"49,305,400"
108,Consumer Discretionary,0.003,"50,042,200"
109,Consumer Discretionary,0.003,"50,108,100"
110,Consumer Discretionary,0.003,"50,260,700"
111,Consumer Discretionary,0.003,"50,984,000"
112,Consumer Discretionary,0.003,"52,802,100"
113,Consumer Discretionary,0.003,"55,011,200"
114,Consumer Discretionary,0.003,"55,183,400"
115,Consumer Discretionary,0.003,"65,718,000"
116,Consumer Discretionary,0.004,"76,515,800"
117,Consumer Discretionary,0.004,"81,673,000"
118,Consumer Discretionary,0.004,"85,013,100"
119,Consumer Discretionary,0.004,"86,132,500"
120,Consumer Discretionary,0.005,"100,575,000"
121,Consumer Discretionary,0.005,"102,687,000"
122,Consumer Discretionary,0.005,"104,613,000"
123,Consumer Discretionary,0.005,"87,557,200"
124,Consumer Discretionary,0.006,"105,900,000"
125,Consumer Discretionary,0.006,"106,913,000"
126,Consumer Discretionary,0.006,"110,514,000"
127,Consumer Discretionary,0.006,"117,888,000"
128,Consumer Discretionary,0.006999999999999999,"131,754,000"
129,Consumer Discretionary,0.006999999999999999,"132,705,000"
130,Consumer Discretionary,0.006999999999999999,"135,721,000"
131,Consumer Discretionary,0.006999999999999999,"136,011,000"
132,Consumer Discretionary,0.006999999999999999,"137,054,000"
133,Consumer Discretionary,0.006999999999999999,"139,660,000"
134,Consumer Discretionary,0.006999999999999999,"140,024,000"
135,Consumer Discretionary,0.008,"146,505,000"
136,Consumer Discretionary,0.008,"146,741,000"
137,Consumer Discretionary,0.008,"148,740,000"
138,Consumer Discretionary,0.008,"158,544,000"
139,Consumer Discretionary,0.008,"159,491,000"
140,Consumer Discretionary,0.009000000000000001,"164,256,000"
141,Consumer Discretionary,0.009000000000000001,"175,093,000"
142,Consumer Discretionary,0.009000000000000001,"180,132,000"
143,Consumer Discretionary,0.01,"199,556,000"
144,Consumer Discretionary,0.011000000000000001,"206,398,000"
145,Consumer Discretionary,0.011000000000000001,"217,638,000"
146,Consumer Discretionary,0.013000000000000001,"242,519,000"
147,Consumer Discretionary,0.013999999999999999,"267,142,000"
148,Consumer Discretionary,0.013999999999999999,"267,573,000"
149,Consumer Discretionary,0.013999999999999999,"277,102,000"
150,Consumer Discretionary,0.018000000000000002,"342,361,000"
151,Consumer Discretionary,0.018000000000000002,"348,251,000"
152,Consumer Discretionary,0.02,"376,650,000"
153,Consumer Discretionary,0.02,"389,341,000"
154,Consumer Discretionary,0.021,"396,224,000"
155,Consumer Discretionary,0.023,"442,349,000"
156,Consumer Discretionary,0.024,"457,522,000"
157,Consumer Discretionary,0.027000000000000003,"521,116,000"
158,Consumer Discretionary,0.028999999999999998,"559,048,000"
159,Consumer Discretionary,0.033,"639,757,000"
160,Consumer Discretionary,0.034,"653,361,000"
161,Consumer Discretionary,0.039,"744,432,000"
162,Consumer Discretionary,0.039,"757,437,000"
163,Consumer Discretionary,0.04,"760,321,000"
164,Consumer Discretionary,0.040999999999999995,"790,605,000"
165,Consumer Discretionary,0.040999999999999995,"795,917,000"
166,Consumer Discretionary,0.042,"803,798,000"
167,Consumer Discretionary,0.045,"858,038,000"
168,Consumer Discretionary,0.054000000000000006,"1,037,350,000"
169,Consumer Discretionary,0.057,"1,097,870,000"
170,Consumer Discretionary,0.063,"1,215,820,000"
171,Consumer Discretionary,0.065,"1,254,410,000"
172,Consumer Discretionary,0.069,"1,320,640,000"
173,Consumer Discretionary,0.07200000000000001,"1,384,310,000"
174,Consumer Discretionary,0.073,"1,402,350,000"
175,Consumer Discretionary,0.084,"1,613,650,000"
176,Consumer Discretionary,0.084,"1,614,620,000"
177,Consumer Discretionary,0.10300000000000001,"1,974,480,000"
178,Consumer Discretionary,0.11900000000000001,"2,290,290,000"
179,Consumer Discretionary,0.128,"2,464,280,000"
180,Consumer Discretionary,0.14400000000000002,"2,779,490,000"
181,Consumer Discretionary,0.18,"3,463,900,000"
182,Consumer Discretionary,0.21,"4,039,300,000"
183,Consumer Discretionary,0.213,"4,095,000,000"
184,Consumer Discretionary,0.26,"5,006,130,000"
185,Consumer Discretionary,0.34,"6,544,040,000"
186,Consumer Discretionary,0.348,"6,697,100,000"
187,Consumer Discretionary,0.846,"16,276,500,000"
188,Consumer Discretionary,2.221,"42,734,400,000"
189,Consumer Staples,0.0,"1,864,460"
190,Consumer Staples,0.0,"2,151,630"
191,Consumer Staples,0.0,"3,407,360"
192,Consumer Staples,0.0,"4,208,100"
193,Consumer Staples,0.0,"4,472,840"
194,Consumer Staples,0.0,"4,853,480"
195,Consumer Staples,0.0,"7,041,600"
196,Consumer Staples,0.0,"845,000"
197,Consumer Staples,0.0,"9,386,740"
198,Consumer Staples,0.001,"10,489,200"
199,Consumer Staples,0.001,"12,473,200"
200,Consumer Staples,0.001,"14,898,600"
201,Consumer Staples,0.001,"16,886,200"
202,Consumer Staples,0.001,"19,137,900"
203,Consumer Staples,0.001,"21,078,000"
204,Consumer Staples,0.001,"21,781,300"
205,Consumer Staples,0.001,"21,917,400"
206,Consumer Staples,0.001,"26,233,500"
207,Consumer Staples,0.001,"26,513,800"
208,Consumer Staples,0.001,"26,710,100"
209,Consumer Staples,0.001,"28,674,600"
210,Consumer Staples,0.001,"9,754,250"
211,Consumer Staples,0.002,"30,049,900"
212,Consumer Staples,0.002,"30,053,000"
213,Consumer Staples,0.002,"32,935,100"
214,Consumer Staples,0.002,"35,047,300"
215,Consumer Staples,0.002,"35,330,800"
216,Consumer Staples,0.002,"38,548,900"
217,Consumer Staples,0.002,"44,215,700"
218,Consumer Staples,0.002,"44,929,800"
219,Consumer Staples,0.002,"46,284,900"
220,Consumer Staples,0.003,"48,421,700"
221,Consumer Staples,0.003,"51,094,000"
222,Consumer Staples,0.003,"51,606,300"
223,Consumer Staples,0.003,"53,089,200"
224,Consumer Staples,0.003,"55,345,700"
225,Consumer Staples,0.003,"63,868,900"
226,Consumer Staples,0.003,"64,375,200"
227,Consumer Staples,0.003,"65,985,100"
228,Consumer Staples,0.005,"102,017,000"
229,Consumer Staples,0.005,"105,261,000"
230,Consumer Staples,0.006,"116,494,000"
231,Consumer Staples,0.006999999999999999,"129,588,000"
232,Consumer Staples,0.011000000000000001,"220,992,000"
233,Consumer Staples,0.013000000000000001,"243,225,000"
234,Consumer Staples,0.015,"283,046,000"
235,Consumer Staples,0.017,"323,042,000"
236,Consumer Staples,0.018000000000000002,"348,896,000"
237,Consumer Staples,0.019,"363,065,000"
238,Consumer Staples,0.023,"448,542,000"
239,Consumer Staples,0.026000000000000002,"504,266,000"
240,Consumer Staples,0.028999999999999998,"559,416,000"
241,Consumer Staples,0.036000000000000004,"695,375,000"
242,Consumer Staples,0.036000000000000004,"699,209,000"
243,Consumer Staples,0.040999999999999995,"788,377,000"
244,Consumer Staples,0.042,"810,149,000"
245,Consumer Staples,0.054000000000000006,"1,037,880,000"
246,Consumer Staples,0.055999999999999994,"1,083,250,000"
247,Consumer Staples,0.06,"1,158,400,000"
248,Consumer Staples,0.062,"1,183,430,000"
249,Consumer Staples,0.062,"1,195,990,000"
250,Consumer Staples,0.068,"1,300,880,000"
251,Consumer Staples,0.069,"1,318,900,000"
252,Consumer Staples,0.07,"1,349,690,000"
253,Consumer Staples,0.132,"2,530,830,000"
254,Consumer Staples,0.327,"6,284,320,000"
255,Consumer Staples,0.38,"7,316,120,000"
256,Consumer Staples,0.701,"13,479,700,000"
257,Consumer Staples,1.075,"20,689,300,000"
258,Consumer Staples,2.347,"45,155,400,000"
259,Energy,0.0,0
260,Energy,0.0,0
261,Energy,0.0,"1,142,260"
262,Energy,0.0,"1,151,250"
263,Energy,0.0,"1,295,030"
264,Energy,0.0,"1,319,560"
265,Energy,0.0,"1,368,720"
266,Energy,0.0,"1,425,490"
267,Energy,0.0,"1,468,500"
268,Energy,0.0,"1,573,040"
269,Energy,0.0,"1,626,180"
270,Energy,0.0,"1,739,490"
271,Energy,0.0,"1,776,790"
272,Energy,0.0,"1,798,550"
273,Energy,0.0,"1,911,820"
274,Energy,0.0,"1,938,620"
275,Energy,0.0,"2,100,000"
276,Energy,0.0,"2,304,330"
277,Energy,0.0,"2,369,340"
278,Energy,0.0,"2,445,760"
279,Energy,0.0,"2,598,890"
280,Energy,0.0,"2,666,340"
281,Energy,0.0,"2,737,800"
282,Energy,0.0,"2,739,110"
283,Energy,0.0,"2,974,610"
284,Energy,0.0,"259,667"
285,Energy,0.0,"3,052,630"
286,Energy,0.0,"3,107,160"
287,Energy,0.0,"3,129,480"
288,Energy,0.0,"3,228,960"
289,Energy,0.0,"3,272,560"
290,Energy,0.0,"3,342,140"
291,Energy,0.0,"3,525,830"
292,Energy,0.0,"3,555,000"
293,Energy,0.0,"3,585,640"
294,Energy,0.0,"3,668,740"
295,Energy,0.0,"397,614"
296,Energy,0.0,"4,052,200"
297,Energy,0.0,"4,065,000"
298,Energy,0.0,"4,067,650"
299,Energy,0.0,"4,202,340"
300,Energy,0.0,"4,271,950"
301,Energy,0.0,"4,513,240"
302,Energy,0.0,"409,320"
303,Energy,0.0,"5,008,610"
304,Energy,0.0,"5,306,410"
305,Energy,0.0,"5,406,720"
306,Energy,0.0,"5,471,630"
307,Energy,0.0,"5,597,830"
308,Energy,0.0,"563,498"
309,Energy,0.0,"6,230,000"
310,Energy,0.0,"6,581,220"
311,Energy,0.0,"6,673,340"
312,Energy,0.0,"6,844,970"
313,Energy,0.0,"6,852,640"
314,Energy,0.0,"6,950,550"
315,Energy,0.0,"7,417,080"
316,Energy,0.0,"7,627,210"
317,Energy,0.0,"7,902,090"
318,Energy,0.0,"7,908,880"
319,Energy,0.0,"7,947,090"
320,Energy,0.0,"719,961"
321,Energy,0.0,"769,889"
322,Energy,0.0,"8,370,350"
323,Energy,0.0,"8,591,440"
324,Energy,0.0,"8,593,230"
325,Energy,0.0,"8,656,210"
326,Energy,0.0,"9,227,060"
327,Energy,0.0,"9,320,310"
328,Energy,0.0,"900,750"
329,Energy,0.0,"953,648"
330,Energy,0.0,"957,400"
331,Energy,0.001,"10,136,500"
332,Energy,0.001,"10,263,400"
333,Energy,0.001,"10,404,200"
334,Energy,0.001,"10,461,900"
335,Energy,0.001,"10,879,600"
336,Energy,0.001,"11,679,000"
337,Energy,0.001,"11,847,200"
338,Energy,0.001,"12,206,400"
339,Energy,0.001,"12,377,000"
340,Energy,0.001,"12,471,100"
341,Energy,0.001,"12,933,400"
342,Energy,0.001,"13,022,600"
343,Energy,0.001,"13,966,700"
344,Energy,0.001,"14,083,800"
345,Energy,0.001,"14,203,400"
346,Energy,0.001,"14,736,900"
347,Energy,0.001,"15,115,700"
348,Energy,0.001,"15,201,100"
349,Energy,0.001,"15,360,300"
350,Energy,0.001,"15,545,400"
351,Energy,0.001,"16,942,300"
352,Energy,0.001,"17,464,600"
353,Energy,0.001,"17,771,500"
354,Energy,0.001,"18,065,900"
355,Energy,0.001,"19,205,900"
356,Energy,0.001,"19,441,100"
357,Energy,0.001,"20,886,900"
358,Energy,0.001,"21,852,300"
359,Energy,0.001,"21,868,700"
360,Energy,0.001,"23,006,700"
361,Energy,0.001,"23,258,000"
362,Energy,0.001,"23,885,200"
363,Energy,0.001,"24,314,200"
364,Energy,0.001,"24,796,700"
365,Energy,0.001,"25,491,100"
366,Energy,0.001,"25,891,400"
367,Energy,0.001,"25,944,100"
368,Energy,0.001,"26,621,000"
369,Energy,0.001,"27,258,800"
370,Energy,0.001,"28,595,100"
371,Energy,0.001,"9,791,910"
372,Energy,0.002,"29,650,400"
373,Energy,0.002,"30,942,600"
374,Energy,0.002,"31,667,800"
375,Energy,0.002,"32,124,900"
376,Energy,0.002,"33,668,800"
377,Energy,0.002,"34,865,700"
378,Energy,0.002,"36,914,800"
379,Energy,0.002,"38,886,700"
380,Energy,0.002,"42,657,800"
381,Energy,0.002,"45,527,600"
382,Energy,0.002,"45,614,500"
383,Energy,0.002,"47,256,900"
384,Energy,0.003,"50,428,100"
385,Energy,0.003,"54,105,800"
386,Energy,0.003,"54,229,300"
387,Energy,0.003,"55,151,500"
388,Energy,0.003,"58,026,900"
389,Energy,0.003,"59,997,100"
390,Energy,0.003,"60,902,000"
391,Energy,0.003,"63,773,100"
392,Energy,0.003,"66,401,000"
393,Energy,0.003,"66,605,200"
394,Energy,0.003,"67,065,000"
395,Energy,0.003,"67,138,600"
396,Energy,0.004,"73,132,800"
397,Energy,0.004,"78,370,800"
398,Energy,0.005,"92,084,400"
399,Energy,0.005,"92,117,800"
400,Energy,0.006,"108,580,000"
401,Energy,0.006,"117,582,000"
402,Energy,0.006999999999999999,"137,333,000"
403,Energy,0.009000000000000001,"169,640,000"
404,Energy,0.011000000000000001,"212,929,000"
405,Energy,0.012,"221,812,000"
406,Energy,0.013000000000000001,"257,375,000"
407,Energy,0.015,"297,232,000"
408,Energy,0.016,"304,142,000"
409,Energy,0.016,"313,304,000"
410,Energy,0.035,"664,449,000"
411,Energy,0.036000000000000004,"699,458,000"
412,Energy,0.061,"1,180,000,000"
413,Energy,0.067,"1,284,990,000"
414,Energy,0.09699999999999999,"1,867,400,000"
415,Energy,0.147,"2,819,580,000"
416,Energy,0.147,"2,825,740,000"
417,Energy,0.18,"3,466,830,000"
418,Energy,0.231,"4,438,390,000"
419,Energy,0.243,"4,683,480,000"
420,Energy,0.32299999999999995,"6,218,890,000"
421,Energy,0.32299999999999995,"6,222,700,000"
422,Energy,0.509,"9,792,330,000"
423,Energy,0.535,"10,290,300,000"
424,Energy,1.113,"21,425,400,000"
425,Financials,0.0,"1,082,890"
426,Financials,0.0,"1,906,160"
427,Financials,0.0,"1,938,700"
428,Financials,0.0,"170,935"
429,Financials,0.0,"2,089,240"
430,Financials,0.0,"23,790"
431,Financials,0.0,"3,085,570"
432,Financials,0.0,"3,171,510"
433,Financials,0.0,"3,210,660"
434,Financials,0.0,"3,236,560"
435,Financials,0.0,"3,537,020"
436,Financials,0.0,"3,927,650"
437,Financials,0.0,"4,794,470"
438,Financials,0.0,"5,694,960"
439,Financials,0.0,"5,720,630"
440,Financials,0.0,"6,687,560"
441,Financials,0.0,"75,000"
442,Financials,0.0,"8,072,400"
443,Financials,0.0,"8,196,900"
444,Financials,0.0,"8,868,280"
445,Financials,0.0,"8,917,070"
446,Financials,0.0,"872,905"
447,Financials,0.0,"9,135,300"
448,Financials,0.0,"937,489"
449,Financials,0.001,"10,047,800"
450,Financials,0.001,"11,431,800"
451,Financials,0.001,"12,292,500"
452,Financials,0.001,"12,696,900"
453,Financials,0.001,"12,718,700"
454,Financials,0.001,"13,425,300"
455,Financials,0.001,"13,573,000"
456,Financials,0.001,"14,319,000"
457,Financials,0.001,"14,376,600"
458,Financials,0.001,"14,579,300"
459,Financials,0.001,"15,532,600"
460,Financials,0.001,"18,626,700"
461,Financials,0.001,"18,631,100"
462,Financials,0.001,"20,106,600"
463,Financials,0.001,"21,819,000"
464,Financials,0.001,"22,383,400"
465,Financials,0.001,"22,649,600"
466,Financials,0.001,"25,565,100"
467,Financials,0.001,"26,855,900"
468,Financials,0.001,"27,142,000"
469,Financials,0.001,"27,567,600"
470,Financials,0.001,"9,977,480"
471,Financials,0.002,"30,612,500"
472,Financials,0.002,"33,266,200"
473,Financials,0.002,"35,452,400"
474,Financials,0.002,"37,492,500"
475,Financials,0.002,"37,708,200"
476,Financials,0.002,"37,874,000"
477,Financials,0.002,"41,745,100"
478,Financials,0.002,"42,754,400"
479,Financials,0.002,"43,584,300"
480,Financials,0.002,"45,404,600"
481,Financials,0.003,"52,077,600"
482,Financials,0.003,"57,530,400"
483,Financials,0.003,"60,282,900"
484,Financials,0.004,"67,584,700"
485,Financials,0.004,"67,850,900"
486,Financials,0.004,"71,555,300"
487,Financials,0.004,"73,742,000"
488,Financials,0.004,"83,553,800"
489,Financials,0.004,"86,248,200"
490,Financials,0.005,"100,451,000"
491,Financials,0.005,"95,547,900"
492,Financials,0.005,"99,516,000"
493,Financials,0.006,"109,874,000"
494,Financials,0.006,"113,566,000"
495,Financials,0.006,"122,838,000"
496,Financials,0.006999999999999999,"134,961,000"
497,Financials,0.006999999999999999,"136,515,000"
498,Financials,0.006999999999999999,"138,599,000"
499,Financials,0.006999999999999999,"140,780,000"
500,Financials,0.006999999999999999,"142,466,000"
501,Financials,0.008,"144,950,000"
502,Financials,0.008,"149,249,000"
503,Financials,0.008,"154,014,000"
504,Financials,0.008,"155,038,000"
505,Financials,0.008,"159,010,000"
506,Financials,0.008,"159,892,000"
507,Financials,0.008,"163,034,000"
508,Financials,0.01,"185,015,000"
509,Financials,0.011000000000000001,"210,792,000"
510,Financials,0.012,"231,737,000"
511,Financials,0.012,"240,339,000"
512,Financials,0.013000000000000001,"241,086,000"
513,Financials,0.015,"294,603,000"
514,Financials,0.015,"296,765,000"
515,Financials,0.015,"297,623,000"
516,Financials,0.018000000000000002,"337,364,000"
517,Financials,0.018000000000000002,"341,753,000"
518,Financials,0.018000000000000002,"350,647,000"
519,Financials,0.019,"358,896,000"
520,Financials,0.019,"359,233,000"
521,Financials,0.019,"361,595,000"
522,Financials,0.023,"446,679,000"
523,Financials,0.027000000000000003,"523,724,000"
524,Financials,0.03,"580,979,000"
525,Financials,0.032,"614,007,000"
526,Financials,0.034,"651,984,000"
527,Financials,0.036000000000000004,"694,313,000"
528,Financials,0.038,"736,851,000"
529,Financials,0.04,"777,674,000"
530,Financials,0.045,"861,465,000"
531,Financials,0.046,"878,655,000"
532,Financials,0.047,"908,895,000"
533,Financials,0.048,"933,031,000"
534,Financials,0.052000000000000005,"1,004,460,000"
535,Financials,0.052000000000000005,"999,042,000"
536,Financials,0.07200000000000001,"1,387,580,000"
537,Financials,0.07400000000000001,"1,414,360,000"
538,Financials,0.079,"1,514,520,000"
539,Financials,0.079,"1,516,650,000"
540,Financials,0.09300000000000001,"1,781,870,000"
541,Financials,0.094,"1,804,110,000"
542,Financials,0.106,"2,047,510,000"
543,Financials,0.11699999999999999,"2,247,550,000"
544,Financials,0.12300000000000001,"2,367,090,000"
545,Financials,0.138,"2,650,040,000"
546,Financials,0.158,"3,037,010,000"
547,Financials,0.18,"3,465,850,000"
548,Financials,0.255,"4,914,340,000"
549,Financials,0.386,"7,435,810,000"
550,Financials,0.483,"9,299,940,000"
551,Financials,0.602,"11,588,100,000"
552,Financials,0.64,"12,311,900,000"
553,Financials,0.6940000000000001,"13,357,800,000"
554,Financials,0.82,"15,787,700,000"
555,Financials,1.891,"36,380,800,000"
556,Financials,2.491,"47,931,400,000"
557,Financials,2.63,"50,611,200,000"
558,Financials,3.056,"58,798,200,000"
559,Financials,5.767,"110,976,000,000"
560,Health Care,0.0,0
561,Health Care,0.0,"1,517,420"
562,Health Care,0.0,"1,875,000"
563,Health Care,0.0,"2,582,590"
564,Health Care,0.0,"2,673,170"
565,Health Care,0.0,"3,128,510"
566,Health Care,0.0,"3,157,100"
567,Health Care,0.0,"3,449,360"
568,Health Care,0.0,"3,748,760"
569,Health Care,0.0,"4,409,080"
570,Health Care,0.0,"4,923,980"
571,Health Care,0.0,"5,059,650"
572,Health Care,0.0,"5,181,570"
573,Health Care,0.0,"5,317,060"
574,Health Care,0.0,"5,348,750"
575,Health Care,0.0,"5,698,760"
576,Health Care,0.0,"5,785,690"
577,Health Care,0.0,"6,092,640"
578,Health Care,0.0,"6,104,260"
579,Health Care,0.0,"6,828,210"
580,Health Care,0.0,"6,965,910"
581,Health Care,0.0,"7,304,930"
582,Health Care,0.0,"7,452,830"
583,Health Care,0.0,"7,672,560"
584,Health Care,0.0,"7,699,300"
585,Health Care,0.0,"8,774,330"
586,Health Care,0.0,"8,966,750"
587,Health Care,0.0,"9,223,390"
588,Health Care,0.001,"10,000,700"
589,Health Care,0.001,"10,301,700"
590,Health Care,0.001,"10,558,800"
591,Health Care,0.001,"10,626,300"
592,Health Care,0.001,"11,182,200"
593,Health Care,0.001,"11,590,900"
594,Health Care,0.001,"11,823,600"
595,Health Care,0.001,"11,947,100"
596,Health Care,0.001,"11,962,100"
597,Health Care,0.001,"12,738,500"
598,Health Care,0.001,"12,944,300"
599,Health Care,0.001,"13,536,500"
600,Health Care,0.001,"14,073,500"
601,Health Care,0.001,"14,658,200"
602,Health Care,0.001,"15,016,300"
603,Health Care,0.001,"15,274,300"
604,Health Care,0.001,"15,905,400"
605,Health Care,0.001,"16,745,200"
606,Health Care,0.001,"16,835,700"
607,Health Care,0.001,"16,953,200"
608,Health Care,0.001,"17,323,800"
609,Health Care,0.001,"17,988,300"
610,Health Care,0.001,"18,171,200"
611,Health Care,0.001,"19,364,200"
612,Health Care,0.001,"19,588,900"
613,Health Care,0.001,"19,725,600"
614,Health Care,0.001,"19,893,200"
615,Health Care,0.001,"20,015,400"
616,Health Care,0.001,"20,342,100"
617,Health Care,0.001,"21,729,900"
618,Health Care,0.001,"21,732,300"
619,Health Care,0.001,"23,440,900"
620,Health Care,0.001,"23,461,700"
621,Health Care,0.001,"23,966,200"
622,Health Care,0.001,"24,438,100"
623,Health Care,0.001,"24,763,600"
624,Health Care,0.001,"25,568,900"
625,Health Care,0.001,"25,654,700"
626,Health Care,0.001,"27,087,100"
627,Health Care,0.001,"27,141,900"
628,Health Care,0.001,"9,714,500"
629,Health Care,0.001,"9,778,120"
630,Health Care,0.001,"9,873,060"
631,Health Care,0.002,"30,202,100"
632,Health Care,0.002,"30,320,700"
633,Health Care,0.002,"31,980,100"
634,Health Care,0.002,"32,449,600"
635,Health Care,0.002,"32,943,900"
636,Health Care,0.002,"34,179,600"
637,Health Care,0.002,"34,709,200"
638,Health Care,0.002,"34,788,700"
639,Health Care,0.002,"35,153,400"
640,Health Care,0.002,"35,918,200"
641,Health Care,0.002,"35,948,100"
642,Health Care,0.002,"36,190,700"
643,Health Care,0.002,"36,305,300"
644,Health Care,0.002,"36,377,500"
645,Health Care,0.002,"37,093,500"
646,Health Care,0.002,"37,201,000"
647,Health Care,0.002,"37,813,900"
648,Health Care,0.002,"38,789,600"
649,Health Care,0.002,"39,066,200"
650,Health Care,0.002,"39,699,000"
651,Health Care,0.002,"39,839,900"
652,Health Care,0.002,"40,451,200"
653,Health Care,0.002,"40,455,300"
654,Health Care,0.002,"43,145,200"
655,Health Care,0.002,"44,449,700"
656,Health Care,0.002,"45,315,500"
657,Health Care,0.002,"45,716,800"
658,Health Care,0.002,"45,750,100"
659,Health Care,0.002,"46,260,600"
660,Health Care,0.003,"49,167,000"
661,Health Care,0.003,"49,505,500"
662,Health Care,0.003,"50,361,300"
663,Health Care,0.003,"51,302,700"
664,Health Care,0.003,"51,517,300"
665,Health Care,0.003,"55,751,100"
666,Health Care,0.003,"55,973,200"
667,Health Care,0.003,"58,748,600"
668,Health Care,0.003,"59,410,900"
669,Health Care,0.003,"59,515,800"
670,Health Care,0.003,"60,239,000"
671,Health Care,0.003,"61,874,100"
672,Health Care,0.003,"62,128,400"
673,Health Care,0.003,"63,070,700"
674,Health Care,0.004,"68,260,300"
675,Health Care,0.004,"68,535,400"
676,Health Care,0.004,"68,789,400"
677,Health Care,0.004,"68,789,700"
